"Acquisition_Date","Site","Description","Passwords"
"2020-05-10T00:00:00Z","StyleShare","In May 2020, the hacking group “ShinyHunters” claimed to have breached several companies and began selling their users' information on a dark web marketplace. One of their victims, the fashion app StyleShare, was allegedly breached in April 2020 and was included in this list. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","2519181"
"2020-05-02T00:00:00Z","Unacademy","In May 2020, the hacking group “ShinyHunters” claimed to have breached several companies and began selling their users' information on a dark web marketplace. One of their victims, the Indian online education platform Unacademy, was allegedly breached in January 2020 and was included in this list. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","16261767"
"2020-05-13T00:00:00Z","Azorult Botnet","AzorUlt is a lesser known credential stealing botnet, also known as crimeware. This malware steals data from infected computers via web browsers and protected storage. Once infected, the computer sends the stolen data to a bot command and control (C&C) server, where the data is stored. Any credentials from this source can be assumed to already be in the hands of threat actors, and should be changed immediately.","606537"
"2020-04-22T00:00:00Z","Ulmon","In January 2020, the app developer Ulmon was allegedly breached. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","1274352"
"2020-05-10T00:00:00Z","GGuMim","In May 2020, the hacking group “ShinyHunters” claimed to have breached several companies and began selling their users' information on a dark web marketplace. One of their victims, the Korean apartment rental website GGuMim, was allegedly breached in March 2020 and was included in this list. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","235595"
"2020-05-10T00:00:00Z","Bhinneka","In May 2020, the hacking group “ShinyHunters” claimed to have breached several companies and began selling their users' information on a dark web marketplace. One of their victims, the the Indian electronics retailer Bhinneka, was allegedly breached in January 2020 and was included in this list. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet. The group has listed over 73 million user records on the dark web. This breach is associated with those listings.","1213520"
"2020-05-10T00:00:00Z","The Chronicle of Higher Education","In May 2020, the hacking group “ShinyHunters” claimed to have breached several companies and began selling their users' information on a dark web marketplace. One of their victims, the Chronicle of Higher Education, was allegedly breached in February 2020 and was included in this list. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","2875370"
"2020-05-10T00:00:00Z","Vianet","In April 2020, the Canadian internet company Vianet was allegedly breached. The stolen data contains email addresses and additional personal information. This breach is being privately shared on the internet.","0"
"2020-05-10T00:00:00Z","The Star Tribune","In May 2020, the hacking group “ShinyHunters” claimed to have breached several companies and began selling their users' information on a dark web marketplace. One of their victims, the Minneapolis newspaper The Star Tribune, was allegedly breached in March 2020 and was included in this list. The stolen data contains usernames, passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","1820821"
"2020-04-23T00:00:00Z","Bitmain","At an unconfirmed date, the AI technology solutions company Bitmain was allegedly breached. The stolen data contains usernames, email addresses and additional personal information. This breach is being privately shared on the internet.","0"
"2020-03-25T00:00:00Z","Procapital","At an unconfirmed date, the Russian investment forum Procapital was allegedly breached. The stolen data contains usernames, IPs, passwords, salts, email addresses and additional personal information. This breach is being privately shared on the internet.","124179"
"2019-11-15T00:00:00Z","The Speed Gamers","In November 2019, a criminal went on a hacking spree against websites running vBulletin, a popular platform for powering online forums and communities. They exploited a bug disclosed in September 2019, affecting default 5.x versions of vBulletin (CVE-2019-16759), allowing unauthenticated attackers to take control of web hosts. Allegedly community.tsg.tv was targeted by the criminal, leading to a breach of their forum. The stolen data contains usernames, passwords and additional personal information and is being privately shared on the internet.","12318"
