"Website","LineCount","HashType","Category"
"icon-icons.com","10.172","NOHASH","Reference"
"icon-icons.com","28.041","NOHASH","Reference"
"iconnara.pe.kr","58.608","NOHASH","IT"
"icrew.club","3.401","HASH","Business"
"icrew.club","3.477","HASH","Business"
"ict-tn.com","6.198","HASH","Business"
"ictusainc.com","1.763","HASH+NOHASH","Tobacco"
"ida.us","14.172","NOHASH","Business"
"idealcomputer.co.in","1.987","NOHASH","NoCategory"
"idealtape.com","1.684","HASH+NOHASH","Business"
"identitashoes.it","2.630","NOHASH","Business"
"idglat.com","1.575","HASH","Blogs"
"idrauliche.it","1.453","NOHASH","Business"
"idx.usmultilist.com","2.469","NOHASH","Real Estate"
"iecollection.net","7.507","HASH","IT"
"iemme.it","2.101","NOHASH","Business"
"ieslosviveros.es","3.170","HASH+NOHASH","Business"
"iffcobazar.in","1.446","HASH+NOHASH","Blogs"
"ifmsis.ac.tz","22.110","HASH+NOHASH","Education"
"ifrigate.ru","19.260","HASH+NOHASH","IT"
"ifrigate.ru","26.019","HASH+NOHASH","IT"
"ifsi.ch-larochelle.fr","1.351","NOHASH","Education"
"ift.ru","1.344","NOHASH","Business"
"igigz.net","2.113","NOHASH","Arts"
"igimu.com","53.256","HASH","Reference"
"ignitingminds.in","17.780","HASH","Business"
"ignitioncareerinstitute.com","1.253","HASH","NoCategory"
"igo-kids.club","17.382","HASH+NOHASH","Sports"
"igornikolaev.ru","50.168","HASH+NOHASH","Entertainment"
"igrejasunidas.com.br","2.314","HASH+NOHASH","Religion"
"iguci.cn","7.324","HASH+NOHASH","Arts"
"ihanachurch.com","1.964","HASH+NOHASH","Religion"
"ihanachurch.net","1.966","HASH+NOHASH","Religion"
"ihed.ras.ru","6.030","HASH","Education"
"ihogwarts.ru","1.040","NOHASH","Business"
"iiap.res.in","46.253","HASH","Education"
"iikv.org","3.707","HASH+NOHASH","Education"
"iimk.ac.in","99.434","HASH+NOHASH","Education"
"iinkai.jp","1.342","NOHASH","Adult"
"ijerat.com","3.041","HASH","Business"
"ik-thehue.com","3.280","HASH+NOHASH","IT"
"ikchewishashas.com","1.724","HASH+NOHASH","IT"
"ikeepincloud.software","3.894","NOHASH","NoCategory"
"ikk-vorarlberg.at","105.250","HASH","Travel"
"ile-delareunion.com","2.034","NOHASH","Travel"
"ilfornonyc.com","13.249","HASH+NOHASH","Restaurant"
"ilkococina.com","139.713","HASH+NOHASH","Business"
"ilksfdk.lflink.com","2.366","NOHASH","NoCategory"
"iloghouse.co.kr","2.719","HASH+NOHASH","Travel"
"ilovevita.com","21.368","HASH+NOHASH","Medicine"
"ilporticocagliari.it","1.597","HASH","Business"
"ilvestour.co.th","3.438","NOHASH","Travel"
"ilzhoefer.com","5.306","HASH","Business"
"im.ufrj.br","3.897","HASH","Education"
"image.co.kr","47.462","NOHASH","Shopping"
"imagem.casadasciencias.org","18.192","HASH+NOHASH","Business"
"imagine-it.be","1.287","NOHASH","IT"
"imap.ragtradejobs.com","10.036","HASH+NOHASH","Job Search"
"imbra.cl","663","NOHASH","Business"
"imgs.copiersexpress.com","11.115","NOHASH","Business"
"imhab.com","2.147","HASH+NOHASH","Business"
"immo-mit-bild.de","1.941","NOHASH","Real Estate"
"immo-ulm.de","11.643","HASH","Real Estate"
"immobilier-en-dordogne.com","8.754","NOHASH","Shopping"
"immobilierreunion.immo","1.168","HASH","Travel"
"immogenius.com","1.116","HASH","Business"
"immogenius.fr","1.113","HASH","Business"
"imom.jp","2.925","NOHASH","Business"
"imoveis.pt","12.858","NOHASH","Business"
"impakable.com","2.080","HASH+NOHASH","NoCategory"
"imporper.cl","2.310","NOHASH","Business"
"imtnagpur.ac.in","1.535","HASH+NOHASH","Education"
"inamutoon.com","1.244","HASH+NOHASH","NoCategory"
"increstmail.hu","1.988","NOHASH","IT"
"inde3.uniterre.com","51.288","NOHASH","Travel"
"index-media.ru","11.253","HASH","Business"
"indianfriedchicken.net","1.126","NOHASH","Malicious Websites"
"indianladyetective.com","2.124","HASH","NoCategory"
"indiatry.com","2.315","NOHASH","NoCategory"
"indiferent.com","2.413","HASH","Media"
"indonesian-palm-oil-company-list.konsultan.info","12.300","NOHASH","Adult"
"indyref2.co.uk","1.893","HASH","Real Estate"
"inedidf.com.br","2.208","NOHASH","Search Engines and Portals"
"ineko.sk","5.335","HASH+NOHASH","Education"
"inet.wnt.bz","1.232","HASH+NOHASH","IT"
"info-coup-feeder-magazine.com","2.728","NOHASH","Media"
"info-lowongan-assistant-portfolio-manager-l8.lowongan-lowongan.biz","5.553","HASH+NOHASH","Job Search"
"info-medecin.fr","1.685","HASH+NOHASH","Business"
"info-mods.com","3.707","HASH","IT"
"info-nekretnine.rs","3.557","HASH+NOHASH","Business"
"info-pub-emploi.net","4.068","HASH+NOHASH","Job Search"
"info.xcoins.io","2.429","HASH","IT"
"infobiker.info","6.289","HASH+NOHASH","Sports"
"infodozer.ru","48.321","HASH","Search Engines and Portals"
"infoduka.com","5.878","HASH+NOHASH","Business"
"infomincer.net","4.171","HASH+NOHASH","Sports"
"informasi-karir-tutor-privat-dan-class-bidang-studi-l8.ptjj.biz","8.377","HASH+NOHASH","Education"
"informasi-kerja-cpnsd-kabupaten-pekalongan-l8.gilland-group.org","4.254","HASH+NOHASH","Adult"
"informasi-kerja-design-grafis-staff-l8.kepala.org","3.591","NOHASH","Adult"
"inforsys.es","1.222","HASH","IT"
"infozonet.rs","1.054","HASH","Shopping"
"ingatlanberuhazas.aboltokboltja.hu","12.252","HASH+NOHASH","Search Engines and Portals"
"ingfirm.hiringpartner.com","1.966","HASH","Finance"
"ingraphix.co.uk","1.847","NOHASH","IT"
"ingyenapro.net","3.296","NOHASH","Business"
"inim.biz","22.620","NOHASH","Business"
"initaliaonline.com","2.053","HASH+NOHASH","Media"
"inmi.cl","3.322","HASH","Business"
"inmoweb.com.mx","1.585","NOHASH","Business"
"innerengineering.com","73.597","HASH","Medicine"
"innerengineering.com","75.539","HASH","Medicine"
"innovaprint.fr","2.626","NOHASH","NoCategory"
"inquilinosmorosos.com","7.851","NOHASH","Business"
"insafe.msk.ru","1.997","HASH+NOHASH","Business"
"insel-losinj.de","2.015","NOHASH","Reference"
"insidespokane.com","1.455","NOHASH","Media"
"insidestory.mxv.be","17.678","HASH+NOHASH","Blogs"
"inspectorselector.com","1.389","NOHASH","Business"
"instacashformula.com","2.289","NOHASH","Advertising"
"instal.si","2.574","HASH+NOHASH","Business"
"instanttrafficgeneration.com","9.479","HASH+NOHASH","Advertising"
"institut.smysl.ru","5.816","HASH+NOHASH","Education"
"instructors-united.com","4.612","NOHASH","Social"
"instructors.sonicfit.com","7.129","HASH+NOHASH","Education"
"insuranceefinder.com","1.296","NOHASH","NoCategory"
"insureit.com.tw","2.487","HASH+NOHASH","NoCategory"
"insweek.co.kr","1.877","NOHASH","Finance"
"integrativemedicinenw.com","2.670","HASH","Medicine"
"integrativemedicinenw.com","2.725","HASH","Medicine"
"intelliseeds.in","4.960","HASH+NOHASH","Education"
"intelliseeds.us","1.059","HASH+NOHASH","Education"
"intellvic.ru","5.548","NOHASH","Games"
"inter-foto.hu","2.184","HASH","Business"
"inter.ingatlan.hu","81.043","HASH","Real Estate"
"interactiva-mente.es","2.445","NOHASH","Travel"
"intercasasrl.it","6.406","NOHASH","Business"
"interchim.eu","16.829","NOHASH","Medicine"
"intercom.sk","1.896","HASH+NOHASH","NoCategory"
"internationalindianicon.com","1.464","NOHASH","Business"
"interne.ciclic.fr","3.341","HASH+NOHASH","Business"
"internet.webtv.dk","1.294","HASH","Media"
"internetsincables.com.mx","1.135","HASH+NOHASH","Business"
"interpools.nl","2.874","HASH+NOHASH","Business"
"interself.ru","5.848","NOHASH","IT"
"intervox.de","1.972","HASH+NOHASH","Entertainment"
"intervoxmusic.es","2.014","HASH+NOHASH","Arts"
"interworld.ca","3.289","HASH","IT"
"interworldna.com","3.082","HASH+NOHASH","IT"
"interworldus.com","3.404","HASH+NOHASH","IT"
"intexa.cl","1.414","HASH+NOHASH","Business"
"inthebaglunches.com","1.109","NOHASH","Restaurant"
"intranet.aacrea.org.ar","1.249","NOHASH","Business"
"intruderalert.com","30.354","NOHASH","Auto"
"intween.co.kr","1.132","HASH+NOHASH","NoCategory"
"invpay.ws","11.859","NOHASH","IT"
"inzercecesko.cz","7.647","NOHASH","Business"
"inzercefantasy.cz","4.804","HASH+NOHASH","Business"
"iogenshop.kr","15.180","HASH+NOHASH","Shopping"
"iomdakar.org","6.901","HASH","Organizations&Government"
"ipaccess.com","6.807","NOHASH","Business"
"ipackaging.com","3.717","HASH","Media"
"ipc.net.nz","6.101","HASH+NOHASH","IT"
"iphone.dualrecrut.com","42.491","NOHASH","Job Search"
"iphonecase.com.my","20.262","NOHASH","Search Engines and Portals"
"ipmss.com","3.159","HASH","Shopping"
"ipswichsundayfootball.co.uk","4.203","HASH","Business"
"ipt.br","14.110","HASH+NOHASH","Business"
"iptca.com","4.060","NOHASH","Job Search"
"iptv-video.com","1.613","HASH+NOHASH","IT"
"ipv6.linuxappfinder.com","373.707","HASH+NOHASH","IT"
"iqrashop.com","143.797","HASH+NOHASH","Religion"
"iqrashop.com","92.708","NOHASH","Religion"
"iquiquepropiedades.cl","2.081","NOHASH","Shopping"
"ir.baystreet.ca","32.150","NOHASH","Brokerage"
"ir.chartnexus.com","310.038","HASH+NOHASH","IT"
"iranyar.hu","5.295","HASH+NOHASH","Business"
"iraqitradecenter.com","2.252","NOHASH","Business"
"irbplayerwelfare.com","28.445","HASH","Medicine"
"irfanasor.com","2.304","HASH+NOHASH","Business"
"iro.soellc.com","7.427","NOHASH","IT"
"irps-wl.org.uk","7.844","HASH","Business"
"isafe.lifeonshow.tv","6.912","HASH+NOHASH","Media"
"isasbeautyschool.org","1.080","NOHASH","IT"
"isayprice.com","6.276","HASH+NOHASH","Business"
"isbuy.wnt.bz","7.657","HASH+NOHASH","IT"
"isca.nl","11.828","HASH+NOHASH","Business"
"iscripts.com","4.522","HASH+NOHASH","IT"
"isd-inc.com","1.513","NOHASH","IT"
"iseurope.org","6.382","NOHASH","Business"
"isgpb.org","1.432","HASH","Organizations&Government"
"ishikatech.com","1.607","NOHASH","IT"
"ishop-paradise.com","2.412","HASH+NOHASH","Shopping"
"ishop.wnt.bz","11.072","HASH+NOHASH","IT"
"islamiapaper.com","1.995","NOHASH","Boards"
"isobourse.com","1.869","HASH+NOHASH","IT"
"isongcard.com","1.431","HASH+NOHASH","Entertainment"
"isotigmber.gq","23.889","NOHASH","NoCategory"
"ispai.in","30.297","HASH+NOHASH","IT"
"ispe.org.br","1.351","HASH+NOHASH","Medicine"
"isrbija.net","33.646","HASH","Boards"
"issimo.cz","1.005","NOHASH","Business"
"issimo.sk","1.005","NOHASH","Business"
"istavitel-cz.temp1.imagic.cz","21.711","HASH","IT"
"isthera.com","1.353","HASH","Business"
"it24.net.pl","11.236","HASH+NOHASH","Web Hosting"
"it4u.mx","3.643","HASH","IT"
"italiambulante.it","1.005","HASH+NOHASH","Business"
"italiansoflondon.com","23.496","HASH+NOHASH","Entertainment"
"itallasvadasz.hu","12.584","HASH+NOHASH","Business"
"italy-holiday.net","1.757","NOHASH","Business"
"italy-team-1-soccer-1986-of-s8.pesm.net","5.161","NOHASH","Adult"
"italycarrent.com","1.274","NOHASH","Travel"
"itboundaries.com","1.313","NOHASH","Business"
"itcbusiness.net","10.455","HASH+NOHASH","Business"
"itdeveloper.in","1.231","HASH+NOHASH","Search Engines and Portals"
"items-france.com","16.102","HASH+NOHASH","Shopping"
"itepredeensino.com.br","3.216","HASH","IT"
"itshareware.com","18.070","NOHASH","Software"
"itshopelchen.edu.mx","1.044","HASH+NOHASH","Education"
"itxplorers.com","10.051","HASH","Business"
"iuba.com.ar","1.412","NOHASH","Medicine"
"iusimpresa.it","8.841","HASH+NOHASH","Business"
"ivett.masszazszona.hu","38.876","HASH+NOHASH","Adult"
"iwblabs.pixel-online.org","8.293","NOHASH","Arts"
"izba-lekarska.pl","2.690","HASH+NOHASH","Business"
"izmitcicek.com","1.248","NOHASH","Shopping"
"izno.gd","6.851","HASH+NOHASH","NoCategory"
"izquierda-ezkerra.org","1.545","HASH","Organizations&Government"
"izumisushi.es","1.214","HASH+NOHASH","Business"
"j-channel.sytes.net","1.006","HASH+NOHASH","NoCategory"
"j3sg.com","22.315","NOHASH","Business"
"jabber.opuswine.es","4.405","NOHASH","Alcohol"
"jabcd.com","3.747","HASH+NOHASH","Shopping"
"jabonline.in","1.328","HASH","Education"
"jackconnectors.com","10.780","HASH+NOHASH","Business"
"jaganindustries.co.in","1.746","HASH+NOHASH","Business"
"jain-matrimony.com","8.724","NOHASH","Business"
"jainbookdepot.com","1.934","NOHASH","Shopping"
"jaluzele.ro","1.601","NOHASH","Shopping"
"jamaicaelections.com","17.995","HASH+NOHASH","Media"
"jamesbond-fr.com","8.250","HASH+NOHASH","Entertainment"
"jamescrewscompany.com","7.620","HASH+NOHASH","Real Estate"
"jan39.tv","2.085","HASH","Business"
"janemelby.com","2.131","NOHASH","Sports"
"jangsancondo.co.kr","2.719","HASH+NOHASH","Travel"
"jangsoomc.com","1.074","HASH","Business"
"janpavel.eu","1.950","HASH","NoCategory"
"japan.makerlink.com","1.345","NOHASH","Business"
"jardinerie-beloeil.be","14.083","HASH+NOHASH","Business"
"jardinerie-lardon.fr","12.521","HASH+NOHASH","Business"
"jardinpatitofeo.com.ar","1.781","HASH+NOHASH","Education"
"jarmuborze.hu","1.900","HASH+NOHASH","Advertising"
"jarynet.com","4.160","NOHASH","Meaningless Content"
"jaso.cz","1.935","NOHASH","Shopping"
"jaspaljandu.com","2.658","NOHASH","Entertainment"
"jasung.co.kr","3.434","HASH+NOHASH","Shopping"
"jat-languagecafe.com","13.372","HASH+NOHASH","Education"
"jatekajavabol.hu","1.008","HASH+NOHASH","File Sharing and Storage"
"javascript.daumstudy.com","28.988","HASH","Search Engines and Portals"
"jaws.com.tw","8.524","NOHASH","Business"
"jayruka.com","2.033","HASH+NOHASH","Business"
"jaysonspharmacy.co.uk","2.609","HASH+NOHASH","NoCategory"
"jazzdegirona.com","1.262","NOHASH","Media"
"jbautos.com","72.268","HASH+NOHASH","Auto"
"jbct.jp","22.195","NOHASH","Medicine"
"jbfly.yearim.kr","14.848","HASH+NOHASH","Entertainment"
"jbmhc.or.kr","1.643","HASH","Education"
"jbs.co.uk","3.377","NOHASH","NoCategory"
"jbsautodesigns.co.uk","2.997","NOHASH","Business"
"jbsoweb.com","3.036","HASH","Social"
"jcd.cntt.kr","13.289","HASH","Job Search"
"jcsbusiness.net","1.254","NOHASH","Business"
"jddnd.com","2.673","NOHASH","Business"
"jdholsingerfineart.fineaw.com","1.085","HASH+NOHASH","Arts"
"jdmaz.ac.ir","4.454","HASH+NOHASH","Media"
"je-rencontre.com","12.838","HASH+NOHASH","Dating"
"jeanmichel.net","1.160","NOHASH","Business"
"jeanturn.com.tw","1.202","NOHASH","Travel"
"jecollectionne.com","70.498","HASH","Shopping"
"jeet.co.kr","855","NOHASH","Shopping"
"jeff-fraser.ca","35.000","HASH+NOHASH","Blogs"
"jefotobehang.nl","2.075","HASH","Shopping"
"jeilreducer.co.kr","1.738","NOHASH","Business"
"jejudomain.com","1.167","NOHASH","Auto"
"jejuintour.com","2.288","HASH+NOHASH","Travel"
"jejumint.com","3.214","NOHASH","Shopping"
"jejumon.com","1.398","NOHASH","Blogs"
"jejuwalk.com","1.908","HASH+NOHASH","Travel"
"jelenisperky.cz","3.618","HASH+NOHASH","Business"
"jelezaria.bg","1.268","HASH+NOHASH","Shopping"
"jellybean.balloonhq.com","2.012","HASH+NOHASH","Sports"
"jemuurstickers.nl","2.075","HASH","Business"
"jennyflowers.com","1.111","HASH+NOHASH","Business"
"jennyhaskins.com","25.399","HASH+NOHASH","Shopping"
"jenseits-von-eden.com","2.214","HASH+NOHASH","Entertainment"
"jeplans.com","5.447","HASH+NOHASH","Shopping"
"jerk-offpass.com","162.349","NOHASH","Adult"
"jesus119.co.kr","4.902","HASH","Religion"
"jesuscentral.com","77.649","HASH+NOHASH","Religion"
"jeu-concours.biz","636.111","HASH","Games"
"jeux-de-mario.com","1.907","NOHASH","Games"
"jeux-fille-gratuit.com","87.394","NOHASH","Games"
"jeux-gratuit.com","40.747","HASH+NOHASH","Games"
"jeuxvirtuels.com","1.297","HASH+NOHASH","Games"
"jewanddecoratie.nl","2.075","HASH","Shopping"
"jewelrywood.net","1.123","NOHASH","Shopping"
"jex.com.br","10.027","NOHASH","Media"
"jfmisionera.org","10.902","NOHASH","Organizations&Government"
"jgdchurch.com","1.103","HASH+NOHASH","Religion"
"jh2sc.com","112.924","HASH+NOHASH","Auto"
"jhairmall.com","2.063","HASH+NOHASH","Shopping"
"jharkhandcclsports.in","1.567","HASH","IT"
"jharkhandmulakat.nic.in","7.226","HASH","Organizations&Government"
"jhoomarwala.in","1.198","NOHASH","Shopping"
"jhs-sahko.fi","2.117","HASH+NOHASH","Business"
"jhssc.in","4.204","HASH","Media"
"jhurtmusic.com","2.002","NOHASH","Business"
"ji-yuu.tw","2.828","NOHASH","IT"
"jialitai.net","28.816","HASH","Business"
"jiamsamarn.com","1.820","HASH","Business"
"jianshu.17xie.com","75.915","NOHASH","Shopping"
"jiexin-cn.com","2.673","NOHASH","Business"
"jihmsp.org","1.005","NOHASH","Business"
"jiledarkiranastore.w17.org","1.424","NOHASH","Media"
"jimmyarcade.co.uk","208.090","HASH","Business"
"jimmybean-online.com","1.448","NOHASH","Restaurant"
"jinaam.com","2.200","NOHASH","Business"
"jing-yang.com.tw","1.159","HASH+NOHASH","Business"
"jini.hu","1.111","HASH+NOHASH","Business"
"jinrong.huatu.com","134.764","HASH","Education"
"jinwoodoor.com","3.205","HASH","Illegal or Unethical"
"jinzaicanada.com","8.641","NOHASH","Job Search"
"jipal.com","1.155","HASH+NOHASH","Business"
"jirisanm.com","1.253","HASH+NOHASH","Shopping"
"jishih.com","53.440","HASH","Business"
"jivetreasurebox.com","1.702","HASH+NOHASH","Arts"
"jivipublicidad.com.ar","1.972","NOHASH","Business"
"jj.homeeasybuy.com","6.497","HASH+NOHASH","Real Estate"
"jjfc.or.kr","3.656","HASH+NOHASH","Shopping"
"jjnongjiale.com","1.344","NOHASH","Business"
"jjpetonline.com","1.061","HASH+NOHASH","Business"
"jjqueen.com","11.521","HASH+NOHASH","NoCategory"
"jm-models.com","5.487","HASH+NOHASH","Business"
"jm.ca","4.882","HASH","NoCategory"
"jmfdiffusion.com","1.700","HASH+NOHASH","Shopping"
"jmhairmart.co.kr","2.588","HASH+NOHASH","Social"
"jmoreau-fils.com","3.299","NOHASH","Alcohol"
"joan.smyart.com","1.463","NOHASH","Arts"
"job-dd.net","1.980","NOHASH","Job Search"
"job-search-mobile-stockist-l9.jumat.org","4.399","NOHASH","Advertising"
"job-search-organ-ilir-l9.angkutan.net","16.197","HASH+NOHASH","Adult"
"job-vacancies-asisten-directur-l9.pts-pts.com","12.771","NOHASH","Adult"
"job-vacancies-cpns-muara-enim-l9.pepaya.info","8.366","NOHASH","Adult"
"job-vacancies-polmindo-l9.minggu.biz","3.139","NOHASH","Adult"
"job.sy","88.007","HASH+NOHASH","Job Search"
"job.ws","224.354","HASH+NOHASH","Job Search"
"jobhunters.co.nz","2.492","NOHASH","Job Search"
"jobintourism.it","37.148","NOHASH","Job Search"
"jobjunctionindia.com","58.698","NOHASH","Job Search"
"joblog.org","1.551","HASH+NOHASH","Education"
"jobmada.com","36.136","HASH+NOHASH","Job Search"
"jobmobi.com","130.192","NOHASH","Job Search"
"jobpostingpanamericano.mx","1.538","HASH","Business"
"jobs bank","9.923","NOHASH","NoCategory"
"jobs-openings-staff-it-programmer-l9.pts-ptn.net","4.854","NOHASH","Adult"
"jobs-pengajar-l9.hijau.biz","10.086","NOHASH","Adult"
"jobs-pns-kabupaten-lumajang-l9.pts-pts.org","9.988","NOHASH","Adult"
"jobs-today-cpns-kabupaten-karawang-l9.kerang.org","9.089","HASH+NOHASH","Adult"
"jobs-today-kabupaten-cianjur-l9.belanja-online.biz","9.623","HASH+NOHASH","Adult"
"jobs-today-pegawai-jakarta-selatan-l9.pekerjaan.net","4.588","NOHASH","Adult"
"jobs.connectpress.com","269.340","NOHASH","IT"
"jobs.ecp.gov.pk","54.799","HASH+NOHASH","Organizations&Government"
"jobs.kh.ua","7.605","NOHASH","Organizations&Government"
"jobs.uz.ua","8.143","NOHASH","Organizations&Government"
"jobs4ar.com","2.442","HASH","Job Search"
"jobs4welding.com","4.657","HASH","Job Search"
"jobsclosetohome.com","46.368","NOHASH","Job Search"
"jobskibaat.com","1.448","NOHASH","Job Search"
"jobways.com","1.507","HASH+NOHASH","Advertising"
"joejuliani.com","7.512","NOHASH","Business"
"joelle-israel.com","4.015","NOHASH","Real Estate"
"joeradio.net","1.205","HASH+NOHASH","Arts"
"jogodebotao.com.br","1.230","NOHASH","Search Engines and Portals"
"john.rip","4.872","NOHASH","NoCategory"
"johndeeregatorforum.com","5.278","HASH","Social"
"johner.dk","16.191","NOHASH","Business"
"johner.no","16.191","NOHASH","Arts"
"johngarlandrealestate.com","7.453","NOHASH","Business"
"johnrossjr.com","2.380","HASH","Restaurant"
"johnstoncollection.net","1.091","HASH+NOHASH","Business"
"johntravers.photography","13.015","HASH+NOHASH","Business"
"joingatlan.com","7.862","NOHASH","Business"
"jokebarn.net","5.420","NOHASH","Games"
"jokkis.net","5.254","NOHASH","Sports"
"jollyclub.at","22.509","HASH+NOHASH","Business"
"jomarsa.com","60.590","HASH+NOHASH","Business"
"jomevent.com","1.179","HASH","Business"
"jonahmitchellpm.com","2.034","HASH","Real Estate"
"jonatha.section101.com","53.463","NOHASH","Business"
"jonmark.se","29.956","NOHASH","NoCategory"
"joomlatown.net","3.487","HASH","Blogs"
"joosanguk.jp","10.723","HASH+NOHASH","Organizations&Government"
"joplin.rhealana.com","142.367","NOHASH","Business"
