Entries,Database,Detected Hashing Algorithms,Category,Dump Date,Acknowledged?
20251,Metalica.com.br,plaintext,Music,2017-11,
20172,EuroMilhoes.com,vB,Gambling,2015-05,
20163,Resonant-Rise.com,MD5(salt),Gaming,2015-12,
20159,Habboon.pw,plaintext,Gaming - Habbo Hotel,2016,
20138,Plexipochoir.Com,plaintext,,2017-12,
20116,CelaKarna.pl,IPB & MD5,Gaming,2016-04,
19999,Numainda-e-Rehbar.com.pk,plaintext,Religion,2014-07,
19986,DirecPath.com,SHA-512crypt,Telecommunications,2016-01,
19946,MinisteriosHebron.com,MD5(salt),Religion,2017-02,
19940,Scootersoftware.com,VB & bcrypt,,,
19935,Heimarbeit-Verzeichnis.de,plaintext,Finance,2017-11,
19909,MyVidster.com,SHA-1,Social Media,2015,
19886,TibiaBot.com.pl,MD5,Gaming,2012,
19884,TheJeepTrader.com,MD5,Shopping,2017-03,
19761,Zum-Flohmarkt.De,plaintext,,2017-12,
19752,HairSearch.eu,plaintext,Hair,2017,
19613,Surgytec.com,MD5,Gaming - RuneScape,2015-07,
19611,BedBathMore.com,bcrypt,Shopping,,
19546,WidM.nl,MD5,Fanpage - TV Series,2019-08,
19517,BaltimoreJewishLife.com,plaintext,Newspaper,2014-08,
19466,Sledfreak.com,VB & bcrypt,,,
19454,Cft.Or.Kr,plaintext,,2017-11,
19452,DanlamGame.net,vB,Gaming,2016-09,
19448,Forum139.pl,MD5,Uncategorized,2012,
19301,Georgiafairsandfestivals.com,plaintext,,2017-11,
19297,Forum.lawebdefisica.com,VB & bcrypt,,,
19296,InsureNutrition.com,no passwords,Health - Nutrition,2016-12,
19144,Just2Play.ro,IPB,Gaming,2016-04,
19116,ProjectConnect.com.au,no passwords,Business,2016-12,
19100,Telepolis.pl,MD5,Shopping,2012,
19077,Safety-Marine.Co.Uk,plaintext,,2017-12,
19069,VHB.com,MyBB,Community,2015-04,
19036,Onlinereptileshop.Co.Uk,plaintext,,2017-11,
19029,Metin2 (Romania),MySQL4.1/MySQL5+,Gaming,2013-09,
19002,SoyJoy.hk,MD5(salt) *MISSING SALTS*,Food,,
18963,Partyone.In,plaintext,,2017-12,
18954,LetsPlay.cc,MD5,Gaming - Minecraft,2018-08,
18905,Mofos.com,plaintext,Porn,,
18886,Amarider.co.za,plaintext,Sports - Cycling,2017-11,
18835,1337-Crew.to,IPB & SHA-1 & no passwords,Gaming,2013-06,
18828,Barchetta-Lexikon.De,plaintext,,2017-11,
18821,Jishigou.net,MD5,Software,2012-01,
18757,Wii-Records.com,MD5,Gaming,2016-07,
18750,Sentry.MBA,bcrypt,Hacking,2017-07,
18736,Store.KoonKraft.net,no passwords,Gaming - Minecraft,2015-12,
18707,XBIZ.com,vB,Porn,2017,
18685,Siecspn.pl,MD5,Uncategorized,2012,
18663,Agency.Lacosta.Ru,plaintext,,2017-11,
18639,WorldCurl.com,MD5,Sports - Curling,2016-02,
18609,Comprovendo.it,plaintext,Shopping,,
18553,Linkum.ru,MD5,Advertising,2015-08,
18515,RadioRewers.pl,MD5,Radio,2012,
18488,MegaKoszulki.pl,MD5,Shopping - Clothes,2016-07,
18484,Forum.Linum.pl,MD5,Uncategorized,2012,
18484,Tiltedmill.com,MD5,Gaming,2014-08,
18477,OriginFrostmane.com,MyBB,Gaming,2015-12,
18459,TooStylish.nl,MD5,Fashion,2018-07,
18453,Aria.co.uk Forums,vB,Technology,2016-05,
18453,Forums.Aria.co.uk,vB,Technology,2016-05,
18448,UMoveIndia.com,SHA-1,Real Estate,2016-06,
18387,OurSportsCentral.com,MD5,Sports,2016-02,
18310,Xodus.eu Shop,vB,Gaming,2016-11,
18306,2048kg.com,MD5,Gaming,2017-03,
18270,MyAmateurWebsite.com,plaintext,Porn,,
18269,Sniper.cl,MD5,Shopping,2017-03,
18255,CyberDBS.com,vB,Satellites,2011-12,
18252,MadWorld.me,no passwords,Gaming - Minecraft,2019-05,
18200,Forum.Filmowo.net,MD5,Movies,2012,
18191,Agoravale.com.br,plaintext,News,2017-11,
18132,CrackingItaly.com,bcrypt,Hacking,,
18119,DeathlySouls.com,vB,Gaming - RuneScape,2012-03,
18085,Rubberball.com,plaintext,,2017-12,
18065,Learning.it,plaintext,Design,,
18062,NWGT.org,vB,Drugs,2016-11,
18055,Gradallarchives.com,plaintext,Vehicles - Excavators,2017-11,
18037,Forum.X-World.pl,MD5,Uncategorized,2012,
18007,Edelkontor.at,plaintext,Shopping,2017-11,
17993,PokemonStad.nl,plaintext,Gaming - Pokemon,2015-12,
17936,Empireentity.com,plaintext,,2017-11,
17905,CrackingHeaven.com,vB,Cracking,2014-09,
17897,Torahmedia.com,plaintext,Religion,2017-12,
17892,Lawyers.com.cn,plaintext,Government Records,2016-08,
17886,BuyerInfo.ru,VB & bcrypt,,,
17885,EIPod.ftp.free.fr,MD5 & no passwords,Internet Service Provider,2007-09,
17883,Vsro.De,plaintext,,2017-12,
17850,Forum.Mieloch.pl,MD5,Vehicles,2012,
17824,The-Efa.Org,plaintext,,2017-12,
17812,Direkt.gema.de,no passwords,Music,2011-07,
17794,BTC4Ads.com,bcrypt,Advertising,,
17769,Metronieuws.com / Telegraaf.nl,no passwords,News,2007-08,
17683,Miramagia.de Forum,vB,Gaming,2015-11,
17658,Dox.me,no passwords,File Sharing,,
17651,CabaretMagazine.nl,MD5,Entertainment,2018-07,
17606,SilverSpam.net,vB,Hacking,2013-08,
17527,JobExcess.com,plaintext,Employment,,
17523,Staconvention.ca,plaintext,Education,2017-12,
17513,OrlandoGroceryExpress.com,plaintext,Shopping,2017-03,
17370,HassleFreeMiniatures.co.uk,no passwords,Shopping,,
17353,Easywebvideo.Com,plaintext,,2017-11,
17344,Watch2home.com,plaintext,Shopping,2017-12,
17316,Esurance.com Email Addresses,no passwords,Insurance,2005-10,
17306,Ossrc.com,MD5,Sports - Football,2012,
17302,SBPqO.org.br,plaintext,Health - Dentistry,2019-03,
17289,Promsnab123.ru,plaintext,Advertising,2017-11,
17254,KaiserWhitney.com,plaintext,Employment,,
17250,ZipDJ.com,MD5,Music,,
17248,Modaangeli.com,plaintext,Fashion,2017-11,
17221,Paddyfield.com,plaintext,Books,2017-12,
17212,Free-DC.org,vB,Coding,2016-11,
17150,Forum.building-body.com,VB & bcrypt,,,
17134,Cercetare.SpiruHaret.ro,bcrypt & MD5,Education,,
17126,Shark-Graphic.Fr,plaintext,Art - Graphics,2017-12,
17044,Bible-History.com,MD5 & no passwords,History,2016-01,
17037,WoundsInternational.com,MD5,Health,2015-06,
16997,Fjr-1300.de,plaintext,,2017-11,
16992,Verified.cm,MD5,Hacking,2014-01,
16944,Ozsports.info,plaintext,Sports,2014-08,
16937,MineHeroes.net,no passwords,Gaming - Minecraft,,
16925,Supercomp.Kiev.Ua,plaintext,,2017-12,
16923,PointedOut.com Email Addresses,no passwords,Paid to click,,
16893,Courierbrokers.com,plaintext,Business,2017-11,
16824,Blu-rayISO.com,vB,Movies,2016-01,
16790,Homelifepropertymanagement.Com,plaintext,,2017-11,
16754,Zwcad.Ro,plaintext,,2017-12,
16731,SportyWalki.pl,MD5,Sports,2012,
16727,Last-Gamers.com,vB,Gaming,2011-12,
16726,Membermanager.net,plaintext,,2017-11,
16688,Chilliwackpropertymanagement.Com,plaintext,,2017-11,
16629,ReflexPro.co.uk,MD5,Gaming,2015,
16601,AnyPresentations.com,MD5,,,
16583,Taylors-Supplies.co.uk,plaintext,Shopping,2017-12,
16580,Rionegro.Com.Ar,plaintext,,2017-12,
16570,BrainDen.com,IPB,Gaming - Brain Games,2015-01,
16568,CSNemore.pl,MD5,Health,2012,
16567,GolfWisconsin.com,no passwords,Sports - Golf,,
16545,Forum.PasjaGSM.pl,MD5,Technology,2012,
16536,Penderelstrust.Org.Uk,plaintext,,2017-12,
16505,AskMeFast.com,plaintext,,2017-11,
16482,Forum-Bukmacherskie.pl,MD5,Gambling - Betting,2012,
16475,HudiburgEspanol.com Email Addresses,no passwords,Vehicles,2015,
16457,StatusApp.com,bcrypt,Social Media,2016-08,
16456,Foe-RS.com,SHA-1($pass.$salt),Gaming - RuneScape,,
16443,Emlog.cn.gp,MD5(salt),Domain Registrar,2011-07,
16439,Misssocialnetwork.Com,plaintext,,2017-11,
16389,EurekaSeven.com.pl,MD5,Uncategorized,2012,
16388,DiscoPoloDance.eu,MD5,Music,2012,
16387,Forum.betExperts.com.pl,MD5,Gambling - Betting,2012,
16349,Www2.Nycbar.org,plaintext,Law,2017-11,
16295,Pannonnovum.Hu,plaintext,,2017-12,
16285,Lamasatzambia.com,plaintext,,2017-11,
16278,Sexavet.org,MD5,Music,,
16264,MinecraftPEForum.net,MyBB,Gaming - Minecraft,2015-05,
16260,Satfix.net Email Addresses,no passwords,Satellite,,
16234,BMWForums.info,vB,Vehicles,2016-11,
16214,WarezFusion.org,MD5,Gaming,2011-08,
16201,Moskvapiterperm.Ru,plaintext,,2017-11,
16097,LSteam2009.pl,MD5,Gaming,2012,
16071,FirmaJP.pl,osCommerce & no passwords,Clothes,2010-12,
16067,Prihozhaya-Mebel.ru,MD5,,,
16054,GamingRadio.net,IPB,Gaming,,
16026,DarceCraft.com,IPB,Gaming - Minecraft,2015-12,
16023,Oscrap.com,MD5,Shopping & Art,2014-05,
16002,Wideoklip.pl,MD5,Television,2012,
15935,UMKC.pl,MD5,Business Directory,2012,
15907,WinShareCN.cn,MD5,Technology,2019-11,
15896,GoldHand.com.pl,MD5,Marketing,2012,
15878,Gobretail.Com,plaintext,,2017-11,
15763,RockAndRollConfidential.com Email Addresses,no passwords,Music,2018-09,
15735,8chan.co Staff,sha512crypt & SHA-256(salt),General Discussion,2017-04,
15724,Jabbim.pl,plaintext,Instant Messaging,2014-12,
15720,Forums.GUComics.com,vB *MISSING SALTS*,Comics,,
15712,MLMDiary.com,plaintext,Finance,,
15708,Horapa.com,plaintext,Food & Drink,2017,
15693,Old.BuyGame2.com,plaintext,Shopping - Games,2017-03,
15640,KruisLinks.nl,plaintext,Religion,2018-08,
15617,TechFactory.net,plaintext,Technology,2016-02,
15614,LazyBuyer.com,plaintext,Shopping - Printer Ink,2016-02,
15600,Dions.com,no passwords,Food & Drink - Pizza,,
15599,GraceOnTheMoon.com,vB,Health,2016-11,
15596,Forum.theonyxpath.com,VB & bcrypt,,,
15571,CentroStudiLaFamiglia.it,plaintext,Real Estate,2017,
15534,Vidigami.com,bcrypt,Gaming,2016-02,
15494,Happybanana-Online.com,plaintext,,2017-11,
15467,WebSense.com,no passwords,Software - Security,,
15399,Lube.co.jp,plaintext,Manufacturing,2017-11,
15391,PartyMine.su,MD5,Gaming - Minecraft,2018-02,
15380,AccountRS.com,no passwords & MD5,Gaming - RuneScape,2015-01,
15334,Menvia.com,plaintext & bcrypt,Technology,2016-08,
15329,NFow.pl,MD5,Military,2012,
15297,MyAirBags.com,plaintext,Airbags,2016-06,
15295,IMLBinary.tv,bcrypt,,2019-01,
15283,C4Forums.com,IPB & no passwords,Technology,2015-11,
15276,Evil-Hack.ru,vB,Hacking,2014,
15189,GalaxyS4Forums.net,vB,Technology,2016-11,
15183,Capellis.com,bcrypt,Hair,2016-08,
15181,Shop.EtchShop.co.uk Email Addresses,no passwords,Shopping,2017-08,
15167,Tiworksrh.Com.Br,plaintext,,2017-12,
15156,Csodacsiga.hu,plaintext,Portal,2017-11,
15138,Forum.JDMStyleTuning.com,vB,Vehicles,2017,
15125,Cevib.it,plaintext,Real Estate,2017-11,
15121,Forum.soe.se,VB & bcrypt,,,
15088,Therapytools.us,plaintext,,2017-12,
15083,Bet-Forum.pl,vB,Gambling - Betting,2017-05,
15049,MauroPascoli.it,plaintext,Shopping,,
15046,WebHostingBuzz.com,IPB,Hosting,,
15040,Flagpick.jp,plaintext,Uncategorized,2017-11,
15033,LeoPrinting.co.uk Email Addresses,no passwords,Printing,,
15031,HomeopathyHome.com,VB & bcrypt,Health,,
15029,FitnessAvenue.com Email Addresses,no passwords,Health - Fitness,2015-11,
15018,Ytp-Bearing.com,plaintext,Manufacturing,2017-12,
14999,Walgreens.com,plaintext,Shopping,,
14993,Dikof.Webd.pl,MD5,Uncategorized,2012,
14968,Nofrag.com,plaintext,,2017-11,
14936,UltimateScape2.com,IPB,Gaming - RuneScape,2014-11,
14931,Deadfred.com,plaintext,,2017-11,
14921,Plastic4You.ru Main,MD5,Health - Plastic Surgery,,
14918,Forum.ES.R2Games.com,MD5(Wordpress) & unknown hashing algorithm,Gaming,2017-03,
14913,CDiscount.com,no passwords,Travel,,
14870,Citdoks.de,plaintext,,2017-11,
14850,MP3Mixx.com,plaintext,Music,2016-09,
14768,Finest.se,MD5(Wordpress),Fashion,2017-08,
14708,mSpy.com,plaintext,Surveillance,2015,
14693,Pintek.com.tw,plaintext,,2017-12,
14690,Chrmglobal.com,plaintext,Education,2017-11,
14661,Critiquephoto.com,plaintext,Art,2017-11,
14659,VBulletin-Germany.org,vB,Software,2016-11,
14657,SamsClub.com,plaintext,Shopping,2016-11,
14648,Forums.Backpack.tf,IPB,Gaming - Team Fortress,2014-12,
14632,Combo.fr,plaintext,Uncategorized,2019-01,
14563,NesteelKorea.co.kr,MySQL,Shopping,,
14532,MCSurvi.pl Forum,MyBB,Gaming - Minecraft,2017-09,
14486,4DiscountTravel.com,plaintext & SHA-512,,,
14476,Minaz.com.my,osCommerce,Clothes,,
14474,KyrgyzHeart.org,bcrypt & MD5(salt),Health,,
14446,Cheat-Sector.org,vB,Gaming,2012-06,
14436,OpenRoad.tv,MD5,Travel,2017-02,
14436,Ruthgissa.com,plaintext,Real Estate,2017-12,
14435,Mdsoft-Int.com,plaintext,,2017-11,
14385,Innosys-Ind.com,plaintext,Marketing,2017-11,
14382,Forums.augi.com Email Addresses,no passwords,Design,2017,
14381,RoatPKZ.com in-game,plaintext,Gaming - RuneScape,,
14344,Bern-Web.ch,plaintext,,2017-11,
14342,M-Music.ru,MD5(salt) *MISSING SALTS*,Music,,
14339,TheGamersHub.com,phpBB,Gaming,2015-09,
14333,Pc-Connector.com,plaintext,Shopping,2017-12,
14325,Contour.org,VB & bcrypt,,,
14304,Trackads.biz,plaintext,,2017-12,
14255,BlackOps2Forum.com,vB,Gaming,2017-01,
14255,S-Thunder.com,MD5 & no passwords,Gaming,,
14237,LetsNo1.cn,MD5 & no passwords,,,
14229,PDFCatalog.ru,MD5,Advertising,,
14223,Jarock.pl,IPB,Gaming,2016-04,
14220,HeartUnit.org,IPB,Gaming - RuneScape,,
14204,AmericanMafia.org,MD5,Gaming,,
14194,FiestaFan.com,vB,Gaming,2014-01,
14194,Santoni.com,plaintext,,2017-12,
14189,Onskunk.de,plaintext,Entertainment,2017-11,
14158,IslandPages.com,plaintext,,2017-11,
14142,DamnSmallLinux.org,MD5,Software - Linux,,
14130,Borismiksic.net,plaintext,Politics,2017-11,
14110,Dhiqar.net,MD5,Military,2015-11,
14016,Tiletechniki.gr Email Addresses,no passwords,Shopping,,
14009,Bilddagboken.se,MySQL & plaintext,Art,2008-01,
13968,CS-Gra.pl,MD5,Gaming,2012,
13947,Jornal.us,plaintext,Streaming,2017-11,
13944,Forum.Przedstawiciel-Handlowy.pl,MD5,Marketing,2012,
13897,Hauppauge.co.uk,vB,Technology,2016-06,
13882,iPhoneModding.com,vB,Technology - Phones,2016-11,
13877,Linkquelle.De,plaintext,,2017-11,
13855,Musical-Express.Com.Br,plaintext,,2017-11,
13840,Loot.at,plaintext,Entertainment,2017-11,
13822,MyFlexAds.com,no passwords,Advertising,2015-12,
13797,9Teens.org,vB,Porn,2016-11,
13783,TRPK.net,MyBB & no passwords,Gaming - RuneScape,,
13766,JCM.co.uk,plaintext,Health - Medicine,2016-04,
13694,AeroQuad.com,vB,Technology,2016-11,
13686,GiveMeTheCode.com Email Addresses,no passwords,Coding,,
13677,AOIFEOnline.com,MD5 & bcrypt & plaintext,Entertainment,2013-01,
13674,LizardStresser.su,plaintext,Booter,2015-01,
13632,Finanzarapisarda.com,no passwords,Trading,2007-10,
13625,Hexui.com,MyBB,Gaming,2016-05,
13594,Trekking.fr,plaintext,Shopping,,
13579,Forum.swapa.org,VB & bcrypt,,,
13577,Witza.com (HackForums Donors),no passwords,Hacking,2013,
13542,Seemnemaailm.ee,plaintext,Shopping - Seeds,2014-05,
13527,Gladiatorhits.com,plaintext,Uncategorized,2017-11,
13516,Forum-SEO.net,vB,Search Engine Optimization,2012-05,
13494,Forum.Epygi.com,vB,Technology,2017,
13491,TheGamingTailGate.com,vB,Gaming,2017-10,
13446,FapRoulette.org,MD5,Porn,2017-03,
13400,Fanfooty.com.au,plaintext,Sports - Australian Rules,,
13357,Kioskas.lt,plaintext,,2017-11,
13351,Cinemapassion.com,plaintext,,2017-11,
13318,Mahindraecolecentrale.edu.in,plaintext,Education,2017-11,
13266,Ambru.nl,no passwords,Government,2016,
13256,Smfcorp.com,MD5,Gaming - Magic: The Gathering,2012,
13246,Jijbent.nl,MD5 & MySQL,Gaming,2017-03,
13229,E398.pl,MD5,Uncategorized,2012,
13186,Seu.edu.sa,MD5,Education,,
13180,SteamGamers.com,vB,Gaming,2012-12,
13174,Natura.chat,MD5,Instant Messaging,2016-08,
13115,CVSU.edu.ph,plaintext,Education,2014-10,
13114,CircusPoker.be,MD5,Gambling,,
13102,Forums.bongfish.com,VB & bcrypt,,,
13088,Forums.Towelliee.com,no passwords,Gaming,,
13066,Community.Playkot.com,vB,Gaming,2016-11,
13059,EDTreatmentReview.com,MD5(phpBB3),Health,2016-11,
13044,Ican.Org.Np,plaintext,,2017-11,
13029,BroncosForums.com,vB,Sports - American Football,2016-11,
13019,UFOLabs.ru,MD5,Uncategorized,2013-03,
13016,Teflink.Co.Uk,plaintext,,2017-12,
13015,Alabrent.com,plaintext,,2017-11,
12958,Jagiellonia.pl,MD5,Sports - Football,2012,
12945,Elrey.com,plaintext,Shopping,2017,
12937,DimiTech.eu,MD5,Technology,2014-09,
12921,Bizbangladesh.com,plaintext,,2017-11,
12914,EquityDevelopment.co.uk,plaintext,Finance,2016-12,
12887,Essexcountynj.org,plaintext,Community,2017-11,
12860,Nemmehjemmesider.dk,plaintext,,2017-11,
12856,UltraStar.net.pl,MD5,Music,2012,
12855,BrollopsGuiden.se,plaintext,Entertainment,2012-08,
12850,BH90210-Forum.pl,MD5,Television,2012,
12847,BitcoinRush.io,MD5 & bcrypt,Gambling & Cryptocurrency - Bitcoin,2016-07,
12842,Soundohm.com,MD5,Shopping - Music,2019-07,
12841,Webbydebby.com,plaintext,,2017-12,
12833,Lepage-Vivaces.com,plaintext,,2017-11,
12825,DobryWarez.com,MD5,File Sharing,2012,
12815,Insightalpha.com,plaintext,Industry,2017-11,
12814,EJHB.info,MD5 & plaintext,Business Directory,,
12812,Myadmissionng.com,plaintext,,2017-11,
12761,MySpeedDate.co.uk,MD5,Dating,,
12744,Amlaan.com,plaintext,,2017-11,
12739,AfrikaDating.com,plaintext,Dating,2016,
12726,KheloKricket.com.pk,bcrypt,Sports - Cricket,,
12713,LG-Bali.pl,MD5,Technology - Phones,2012,
12688,GoCookie.com,no passwords & osCommerce,Shopping - Supplements,2014-04,
12668,Cyclingarchives.com,plaintext,Sports - Cycling,2017-11,
12663,eBay.com [PARTIAL],SHA-256,Shopping,2014,
12648,Citedesmetiers.mobi,plaintext,Employment,2017-11,
12639,Ictinedtoolkit.Org,plaintext,,2017-11,
12637,Medicalsuppliescenter.Com,plaintext,,2017-11,
12615,GrinderScape.org Forum,vB,Gaming - RuneScape,2015-01,
12586,PollackAssociates.com,plaintext,Business,2016-10,
12581,Forum.BigBrother4.org,MD5,Uncategorized,2012,
12550,Pharma-Cosmetics.ru,plaintext,Shopping,2017-11,
12520,Siteducyclisme.net,plaintext,Sports - Cycling,2017-12,
12518,Cykelsiderne.net,plaintext,Sports - Cycling,2017-11,
12514,Atpforum.eu,VB & bcrypt,,,
12512,Forums.MRA-Racing.org,vB,Vehicle Racing,2017,
12470,CashIsOnline.com Forums,vB,Music,2016-12,
12452,Sitodelciclismo.net,plaintext,Sports - Cycling,2017-11,
12451,Nayatel.com,plaintext & no passwords,Internet Service Provider,2014-01,
12443,CrankGaming.net,vB,Gaming,2016-04,
12438,HackBase.cc,vB,Hacking,2011-10,
12429,Teens-XXX.org,vB,Porn,2016-11,
12377,SerbianUnderground.com,MD5,Music,2012,
12338,Linkcounter.com,plaintext,,2017-11,
12332,Ciudadajedrez.Com.Mx,plaintext,,2017-11,
12285,Havanesegallery.hu,plaintext,Animals - Dogs,2017-11,
12254,AdminDiscussion.com Forum,IPB,Business,,
12244,Paknamlangsuan.go.th,plaintext,,2017-12,
12244,Wangmaprang.go.th,plaintext,,2017-12,
12242,Banwai.go.th,plaintext,Government,2017-11,
12242,Gear.go.th,plaintext,,2017-11,
12242,Huaiyot.Go.th,plaintext,Community,2017-11,
12242,Laemsorm.go.th,plaintext,,2017-11,
12242,Muangkhan.Go.Th,plaintext,,2017-11,
12242,Nonghuachang.go.th,plaintext,Government,2017-11,
12242,Angsila.go.th,plaintext,,2017-11,
12234,Elluel.net,vB,Gaming,2017,
12219,Forum.URZ.pl,MD5,Education,2012,
12202,iPengu.in,MD5,Gaming - Club Penguin,2016-06,
12188,P30Games.ir,vB,Gaming,2016-03,
12170,CB-Forum.pl,MD5,Radio,2012,
12161,ClassroomCash.org,MD5(Wordpress),Education,,
12142,Orkyv.com,no passwords,Business,2016-07,
12123,Forum.aussieVapers.com,vB,Lifestyle,2017-01,
12120,Thailandsuperseries.net,plaintext,,2017-12,
12114,FVPA.co.uk,MD5(phpBB3),Gaming - FIFA,,
12094,Accessoires-Camping-Car.fr,plaintext,Shopping,,
12066,Global-RS.com,MD5(phpBB3),Gaming - RuneScape,,
12065,FocusFeatures.com,plaintext,Movies,2016-02,
12038,Way-To-Win.com,plaintext,Education,,
12020,Parex.com,plaintext,,2017-12,
11993,FrenchPropertyLinks.com,plaintext,,2017-11,
11980,Banasthali.org,plaintext,,2017-11,
11961,Rotary3131.org,plaintext,,2017-12,
11947,CS-Szambo.pl,MD5,Gaming,,
11946,Kesstudent.Com,plaintext,,2017-11,
11929,SKServ.pl,MD5,Gaming,2012,
11915,Samia.pl,bcrypt,Gaming,2017-06,
11915,MacroClub.ru,MD5 & MD5(phpBB3),,,
11901,BuxOverflow.com,MD5 & plaintext,Paid to click,2014-05,
11896,Plastic4You.ru Forum,MD5,Health - Plastic Surgery,,
11896,ThunderbirdNest.com,VB & bcrypt,Vehicles - Cars,,
11875,HexBot.org,IPB,Gaming - RuneScape,2014,
11872,NewMiniClub.nl,MD5(phpBB3),Agriculture,2016-10,
11869,Parkerrealestateservices.com,plaintext,,2017-12,
11862,Forumold.adv-bulgaria.com,VB & bcrypt,,,
11837,Amiciditoni.com.au,plaintext,Food & Drink,2010-12,
11818,MinecraftStresser.com,bcrypt,Booter,,
11808,Crsolutions.co.za,plaintext,Employment,2017-11,
11792,Strojka.pp.ua,plaintext,,2017-11,
11769,Hirescores.com,plaintext,,2017-11,
11753,TC-Cancer.com,VB & bcrypt,Health,,
11747,Yshealth.com,plaintext,,2017-12,
11741,FeedMilk.com,osCommerce,Clothes,,
11727,ForumX75.info,MD5,Technology - Phones,2012,
11727,Paladins.com Forums,vB,Gaming,2016,
11705,BennyTheJet.com,plaintext & no passwords,,,
11692,FLRP.ru,SHA-256(salt),Gaming,2017-05,
11691,MP3Gospel.org,plaintext,Music,,
11681,Apnamba.com,plaintext,Education,2017-11,
11677,RuneLocus.com,vB,Gaming - RuneScape,,
11670,ZakkiaShop.PressLoft.com.au,MD5,Shopping,,
11659,Sibr.ru,plaintext,Business Directory,2017-11,
11659,Equipo.com.br,plaintext,,2017-11,
11635,Hajam.hu,plaintext,Fashion,2017-11,
11618,Meptrainings.com,plaintext,,2017-11,
11616,Dev.CurlingZone.com,MD5 & bcrypt,Sports,,
11590,Ausbb.com,vB,Bodybuilding,2016-11,
11570,Tokyo-Best-Price.jp,plaintext,,2017-12,
11569,TheAirTacticalAssaultGroup.com,vB,Gaming,2016-11,
11558,Freddyfit.co.uk,plaintext,,2017-11,
11523,NATO-Bookshop.org,plaintext,Shopping - Books,2011-06,
11518,RatHack.net,MyBB,Hacking,2016,
11516,CalculatedChaos.com,MySQL,Gaming,2012-10,
11512,Pradhanembroiderystores.com,plaintext,Shopping,2017-12,
11508,Gamekyo.com,plaintext,Gaming,,
11495,MapExpert.com.ua,MD5,Geography,2012,
11466,DemonForums.net,MyBB,Hacking,2016-11,
